Shipment ID,Order Date,Shipment Date,Actual Delivery Date,Origin City,Origin Country,Manufacturing Site,Destination Country,Destination City,Chosen Route Name,Distance (km),Customer ID,Service Level,Product ID,Product Category,Shipment Content Type,Packaging Type,Packaging Efficiency,Line Item Quantity,Unit Price (USD),Pack Price (USD),Line Item Value (USD),Weight (kg),Volume (m³),Billable Weight (kg),Shipment Mode,Transporter Name,Carrier Product Fit Score,Expected Delivery Time (Days),Delivery Time (Days),Delay (Days),Avg Speed (km/h),Halt Duration (hours),Route Deviation Factor,Weather Impact,Customs/Border Delay (hours),Route Congestion Factor,Seasonal Cost Factor,Seasonal Delay Factor,Proposed Freight Cost (USD),Actual Freight Cost (USD),Cost Per Billable Kg (USD),Price Variance (USD),Price Variance (%),Carbon Emissions (kg CO2),Status,On-Time Delivery,Cost Outlier,Shipment Month,Shipment Day of Week
SHIP08190,2023-02-02,2023-02-04,2023-02-09,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,NH 48 Direct,1400,CUST027,Standard,PROD0052,Textiles,General Goods,Loose,1.0,251,318.95,315.99,80056.45,560.91,2.714,2714.0,Sea,Maersk,10,2.5,5.3,2.8,19.3,3.9,1.31,None,10.7,1.1,1.0,1.0,2532.62,2614.03,0.96,81.41,3.21,49.68,Delayed,No,False,2,5
SHIP08191,2024-02-03,2024-02-03,2024-02-13,Gurugram,India,Gurugram Mfg Hub,Gurugram,Singapore,Air/Sea Route SIN,4000,CUST010,Standard,PROD0002,Electronics,Fragile,Pallet,0.02,252,352.63,359.59,88862.76,307.85,8.085,8085.000000000001,Sea,Maersk,4,11.3,10.3,-1.0,24.0,9.9,1.01,None,27.9,1.0,1.0,1.0,20550.23,21359.71,2.64,809.48,3.94,328.07,Early,Yes,False,2,5
SHIP08192,2024-01-21,2024-01-22,2024-04-01,Gurugram,India,Gurugram Mfg Hub,Gurugram,New York,Air/Sea Route NY,12000,CUST012,Standard,PROD0049,Textiles,General Goods,Pallet,0.01,249,46.43,46.52,11561.07,618.99,3.337,3337.0,Sea,MSC,10,48.4,69.6,21.2,14.9,13.1,1.83,Minor Rain/Fog,0.0,1.3,1.05,1.1,26083.4,32777.1,9.82,6693.7,25.66,734.12,Delayed,No,False,1,0
SHIP08193,2024-06-01,2024-06-01,2024-06-08,Gurugram,India,Gurugram Mfg Hub,Gurugram,Bangalore,NH 44 Standard,2150,CUST014,Standard,PROD0089,Consumer Goods,General Goods,Pallet,0.03,474,23.48,23.49,11129.52,3813.13,21.294,21294.0,Sea,Maersk,6,3.4,6.6,3.2,24.6,6.0,1.32,None,0.0,1.1,1.0,1.05,28691.9,30572.2,1.44,1880.3,6.55,606.36,Delayed,No,False,6,5
SHIP08194,2023-05-23,2023-05-25,2023-05-27,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST007,Critical,PROD0100,Consumer Goods,General Goods,Loose,1.0,360,272.35,277.13,98046.0,2799.61,40.341,6736.947,Air Cargo,Maersk,6,1.7,1.7,0.0,832.8,1.6,1.05,None,0.0,1.0,0.95,0.95,279739.14,272680.52,40.48,-7058.62,-2.52,12401.27,Delivered,Yes,False,5,3
SHIP08195,2023-10-20,2023-10-23,2023-11-01,Gurugram,India,Gurugram Mfg Hub,Gurugram,Singapore,Air/Sea Route SIN,4000,CUST040,Standard,PROD0042,Textiles,General Goods,Pallet,0.06,302,431.74,436.03,130385.48,1026.26,27.035,27035.0,Sea,Maersk,10,11.5,9.3,-2.2,27.0,4.4,1.08,None,16.6,1.0,1.1,1.05,67756.98,76526.87,2.83,8769.89,12.94,1171.77,Early,Yes,False,10,0
SHIP08196,2023-01-08,2023-01-11,2023-01-15,Gurugram,India,Gurugram Mfg Hub,Gurugram,Kolkata,NH 19 East,1500,CUST004,Standard,PROD0006,Electronics,Fragile,Carton,0.79,169,3855.25,3931.96,651537.25,328.09,6.656,6656.0,Sea,Maersk,4,2.8,3.7,0.9,26.9,2.6,1.06,None,0.0,1.0,1.05,1.1,6368.08,6908.32,1.04,540.24,8.48,105.43,Delayed,No,False,1,2
SHIP08197,2024-05-18,2024-05-21,2024-05-22,Gurugram,India,Gurugram Mfg Hub,Gurugram,Singapore,Air/Sea Route SIN,4000,CUST025,Express,PROD0007,Electronics,Fragile,Box,0.19,136,694.49,704.68,94450.64,156.2,2.611,522.2,Express Air,FedEx,9,2.2,1.0,-1.2,1000.1,7.3,1.09,None,0.0,1.0,0.95,0.95,91270.84,92163.33,176.49,892.49,0.98,2279.92,Early,Yes,False,5,1
SHIP08198,2023-10-19,2023-10-22,2023-10-26,Gurugram,India,Gurugram Mfg Hub,Gurugram,Pune,Standard Route,1450,CUST005,Express,PROD0058,Textiles,General Goods,Carton,0.17,403,382.24,385.66,154042.72,749.98,3.333,833.25,Road,FedEx,7,2.2,3.5,1.3,35.2,3.7,1.05,Minor Rain/Fog,0.0,1.0,1.1,1.05,5292.75,5784.51,6.94,491.76,9.29,76.25,Delayed,No,False,10,6
SHIP08199,2024-08-22,2024-08-22,2024-09-03,Gurugram,India,Gurugram Mfg Hub,Gurugram,Bangalore,Western Bypass,2200,CUST036,Standard,PROD0090,Consumer Goods,General Goods,Box,0.58,188,280.0,279.82,52640.0,504.44,10.954,10954.0,Sea,Maersk,6,3.7,12.5,8.8,19.7,2.4,1.53,None,73.2,1.2,1.05,1.15,15283.51,18919.18,1.73,3635.67,23.79,369.24,Delayed,No,False,8,3
SHIP08200,2024-03-20,2024-03-23,2024-03-25,Gurugram,India,Gurugram Mfg Hub,Gurugram,Ahmedabad,NH 48 West,800,CUST013,Standard,PROD0019,Electronics,Fragile,Pallet,0.03,405,4135.62,4132.19,1674926.1,969.47,17.958,17958.0,Sea,MSC,4,1.2,1.9,0.7,29.2,1.7,1.09,None,0.0,1.0,1.0,1.0,9449.7,10154.86,0.57,705.16,7.46,156.69,Delayed,No,False,3,5
SHIP08201,2023-11-11,2023-11-12,2023-11-21,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,Via Jaipur-Udaipur,1450,CUST032,Critical,PROD0067,Machinery Parts,Heavy/Bulky,Carton,91.26,17,8448.85,8422.04,143630.45,3058.58,77.574,19393.5,Road,MSC,9,2.8,8.998392793164893,6.2,29.6,9.7,1.45,None,0.0,1.2,1.2,1.15,90303.66,116189.09,5.99,25885.43,28.66,2447.79,Delayed,No,False,11,6
SHIP08202,2023-04-09,2023-04-12,2023-04-15,Gurugram,India,Gurugram Mfg Hub,Gurugram,Pune,Standard Route,1450,CUST038,Standard,PROD0094,Consumer Goods,General Goods,Box,1.04,383,109.4,107.22,41900.2,4389.52,39.818,39818.0,Sea,Maersk,6,2.1,3.0,0.9,24.9,1.6,1.09,Minor Rain/Fog,0.0,1.0,0.98,0.95,36826.53,38334.23,0.96,1507.7,4.09,631.45,Delayed,No,False,4,2
SHIP08203,2024-10-17,2024-10-19,2024-10-27,Gurugram,India,Gurugram Mfg Hub,Gurugram,Toronto,Air/Sea Route YYZ,11500,CUST007,Critical,PROD0079,Machinery Parts,Heavy/Bulky,Box,33.21,3,2342.27,2352.33,7026.81,1348.86,9.964,1663.988,Air Cargo,Maersk,9,6.7,7.7,1.0,449.8,37.5,1.84,Minor Rain/Fog,73.3,1.3,1.1,1.05,364289.13,515550.05,309.83,151260.92,41.52,28120.66,Delayed,No,False,10,5
SHIP08204,2023-07-12,2023-07-15,2023-07-26,Gurugram,India,Gurugram Mfg Hub,Gurugram,New York,Air/Sea Route NY,12000,CUST034,Standard,PROD0021,Pharma,Temperature Controlled,Loose,1.0,114,1817.41,1816.18,207184.74,111.29,1.172,234.39999999999998,Express Air,DHL,9,4.4,10.652226412236793,6.3,474.3,45.9,1.72,Minor Rain/Fog,0.0,1.3,1.08,1.25,168097.39,196004.01,836.19,27906.62,16.6,4833.53,Delayed,No,False,7,5
SHIP08205,2024-03-11,2024-03-11,2024-03-14,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST015,Critical,PROD0072,Machinery Parts,Heavy/Bulky,Loose,1.0,2,6313.19,6330.1,12626.38,748.64,9.38,1566.46,Air Cargo,DHL,6,3.7,2.9,-0.8,416.4,21.0,1.58,None,4.8,1.2,1.0,1.0,285429.84,317504.76,202.69,32074.92,11.24,13237.49,Early,Yes,False,3,0
SHIP08206,2023-10-21,2023-10-23,2023-12-25,Gurugram,India,Gurugram Mfg Hub,Gurugram,New York,Air/Sea Route NY,12000,CUST015,Standard,PROD0052,Textiles,General Goods,Carton,1.31,234,57.02,57.59,13342.68,2151.06,15.288,15288.0,Sea,Maersk,10,49.6,63.0,13.4,16.9,48.8,1.79,None,84.9,1.3,1.1,1.05,115960.28,149854.36,9.8,33894.08,29.23,3284.01,Delayed,No,False,10,0
SHIP08207,2023-07-08,2023-07-09,2023-07-20,Gurugram,India,Gurugram Mfg Hub,Gurugram,Singapore,Air/Sea Route SIN,4000,CUST029,Standard,PROD0055,Textiles,General Goods,Carton,1.31,63,202.59,201.11,12763.17,591.19,4.128,4128.0,Sea,MSC,10,11.1,10.9,-0.2,25.9,3.6,1.09,None,0.0,1.0,1.08,1.25,10910.23,12726.98,3.08,1816.75,16.65,180.39,Delivered,Yes,False,7,6
SHIP08208,2023-01-18,2023-01-18,2023-01-25,Gurugram,India,Gurugram Mfg Hub,Gurugram,New York,Air/Sea Route NY,12000,CUST021,Express,PROD0001,Electronics,Fragile,Pallet,0.02,476,2966.7,2943.94,1412149.2,851.74,15.586,2602.862,Air Cargo,MSC,4,7.9,7.3,-0.6,446.7,50.7,1.78,Minor Rain/Fog,25.2,1.3,1.05,1.1,612071.43,794958.0,305.42,182886.57,29.88,44383.55,Early,Yes,False,1,2
SHIP08209,2023-07-07,2023-07-10,2023-09-28,Gurugram,India,Gurugram Mfg Hub,Gurugram,New York,Air/Sea Route NY,12000,CUST044,Standard,PROD0003,Electronics,Fragile,Carton,0.73,484,3278.01,3332.31,1586556.84,1610.73,17.68,17680.0,Sea,Maersk,4,49.4,79.7,30.3,14.6,33.6,1.77,Minor Rain/Fog,27.9,1.3,1.08,1.25,135065.89,185615.04,10.5,50549.15,37.43,3759.63,Delayed,No,False,7,0
SHIP08210,2023-06-15,2023-06-16,2023-06-18,Gurugram,India,Gurugram Mfg Hub,Gurugram,Bangalore,NH 44 Standard,2150,CUST011,Standard,PROD0017,Electronics,Fragile,Carton,0.31,107,663.02,653.52,70943.14,193.78,1.668,333.59999999999997,Express Air,DHL,10,2.7,1.9,-0.8,816.2,2.8,1.32,None,0.0,1.1,1.0,1.05,43313.78,47058.58,141.06,3744.8,8.65,948.23,Early,Yes,False,6,4
SHIP08211,2023-11-12,2023-11-12,2023-11-14,Gurugram,India,Gurugram Mfg Hub,Gurugram,Jaipur,NH 48 Short,300,CUST049,Critical,PROD0042,Textiles,General Goods,Crate,0.04,145,399.66,392.34,57950.7,1409.44,11.304,2826.0,Road,DHL,7,1.0,2.0,1.0,24.5,10.0,1.02,Severe Weather,0.0,1.0,1.2,1.15,3830.79,4801.31,1.7,970.52,25.33,51.75,Delayed,No,False,11,6
SHIP08212,2023-02-23,2023-02-23,2023-02-28,Gurugram,India,Gurugram Mfg Hub,Gurugram,Sydney,Air/Sea Route SYD,10000,CUST019,Standard,PROD0021,Pharma,Temperature Controlled,Carton,0.25,367,394.35,395.67,144726.45,172.3,4.557,761.0190000000001,Air Cargo,DHL,9,8.7,4.9,-3.8,300.1,27.6,1.97,Moderate Rain/Fog,7.3,1.4,1.0,1.0,203933.61,236265.47,310.46,32331.86,15.85,11994.47,Early,Yes,False,2,3
SHIP08213,2023-07-05,2023-07-07,2023-07-16,Gurugram,India,Gurugram Mfg Hub,Gurugram,Bangalore,NH 44 Standard,2150,CUST016,Standard,PROD0097,Consumer Goods,General Goods,Box,0.15,245,94.41,92.72,23130.45,3540.36,3.673,3673.0,Sea,Maersk,6,3.7,8.7,5.0,21.4,6.2,1.27,None,0.0,1.1,1.08,1.25,5080.24,6261.64,1.7,1181.4,23.25,100.3,Delayed,No,False,7,4
SHIP08214,2023-09-10,2023-09-11,2023-09-14,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,East Coast detour,2350,CUST014,Express,PROD0084,Consumer Goods,General Goods,Pallet,0.13,2,43.29,42.63,86.58,27.46,0.377,62.959,Air Cargo,DHL,8,2.7,3.0,0.3,292.4,3.5,1.98,None,12.5,1.4,1.0,1.0,6787.14,8164.29,129.68,1377.15,20.29,234.88,Delivered,Yes,False,9,0
SHIP08215,2023-02-10,2023-02-13,2023-02-19,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,Via Jaipur-Udaipur,1450,CUST040,Standard,PROD0066,Machinery Parts,Heavy/Bulky,Pallet,1.41,16,3570.33,3546.47,57125.28,5093.75,33.937,33937.0,Sea,MSC,9,3.5,6.4,2.9,16.9,3.4,1.49,None,0.0,1.2,1.0,1.0,32272.53,37959.95,1.12,5687.42,17.62,731.81,Delayed,No,False,2,0
SHIP08216,2023-04-23,2023-04-25,2023-06-21,Gurugram,India,Gurugram Mfg Hub,Gurugram,New York,Air/Sea Route NY,12000,CUST024,Standard,PROD0084,Consumer Goods,General Goods,Loose,1.0,257,229.09,227.18,58876.13,569.87,28.908,28908.0,Sea,MSC,6,49.2,57.1,7.9,15.8,17.7,1.83,Minor Rain/Fog,0.0,1.3,0.98,0.95,223270.59,258923.26,8.96,35652.67,15.97,6358.97,Delayed,No,False,4,1
SHIP08217,2024-05-23,2024-05-23,2024-05-25,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST045,Express,PROD0017,Electronics,Fragile,Pallet,0.02,156,4652.54,4640.3,725796.24,142.78,3.772,629.924,Air Cargo,MSC,4,6.0,2.1,-3.9,493.9,15.1,1.55,None,4.4,1.2,0.95,0.95,81562.27,87965.29,139.64,6403.02,7.85,5223.43,Early,Yes,False,5,3
SHIP08218,2023-03-16,2023-03-19,2023-03-23,Gurugram,India,Gurugram Mfg Hub,Gurugram,Frankfurt,Air/Sea Route FRA,6500,CUST042,Standard,PROD0003,Electronics,Fragile,Loose,1.0,62,4864.73,4930.3,301613.26,268.07,0.604,268.07,Air Cargo,FedEx,9,3.6,3.7,0.1,652.9,12.4,1.25,None,26.6,1.1,1.0,1.0,61025.49,67112.35,250.35,6086.86,9.97,1747.5,Delivered,Yes,False,3,6
SHIP08219,2023-01-10,2023-01-10,2023-01-17,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,Via Jaipur-Udaipur,1450,CUST050,Standard,PROD0044,Textiles,General Goods,Box,0.59,292,473.81,482.67,138352.52,1988.44,17.145,17145.0,Sea,Maersk,10,2.6,6.9,4.3,18.4,1.1,1.56,None,0.0,1.2,1.05,1.1,15771.11,19106.34,1.11,3335.23,21.15,388.77,Delayed,No,False,1,1
SHIP08220,2024-08-20,2024-08-22,2024-09-19,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST031,Standard,PROD0063,Machinery Parts,Heavy/Bulky,Carton,1.58,12,9212.76,9065.38,110553.12,4787.56,0.948,4787.56,Sea,Maersk,9,34.2,27.8,-6.4,18.7,9.0,1.53,None,0.0,1.2,1.05,1.15,20499.11,23343.79,4.88,2844.68,13.88,492.09,Early,Yes,False,8,3
SHIP08221,2024-11-21,2024-11-21,2024-11-27,Gurugram,India,Gurugram Mfg Hub,Gurugram,Pune,Standard Route,1450,CUST001,Standard,PROD0039,Pharma,Temperature Controlled,Pallet,0.0,500,1944.47,1958.89,972235.0,523.28,2.212,553.0,Road,Maersk,5,2.8,5.7,2.9,39.8,3.1,1.09,None,65.5,1.0,1.2,1.15,2567.55,3162.81,5.72,595.26,23.18,52.48,Delayed,No,False,11,3
SHIP08222,2024-02-18,2024-02-19,2024-02-22,Gurugram,India,Gurugram Mfg Hub,Gurugram,Pune,Standard Route,1450,CUST012,Standard,PROD0096,Consumer Goods,General Goods,Carton,0.53,3,241.79,243.89,725.37,29.65,0.079,79.0,Sea,Maersk,6,2.4,3.3,0.9,24.7,2.2,1.07,Minor Rain/Fog,0.0,1.0,1.0,1.0,248.89,258.21,3.27,9.32,3.74,1.23,Delayed,No,False,2,0
SHIP08223,2024-08-06,2024-08-06,2024-08-13,Gurugram,India,Gurugram Mfg Hub,Gurugram,Frankfurt,Air/Sea Route FRA,6500,CUST035,Express,PROD0017,Electronics,Fragile,Carton,0.05,12,3624.59,3663.31,43495.08,51.86,0.028,51.86,Air Cargo,FedEx,9,3.3,7.381466364406112,4.1,565.0,4.2,1.32,None,0.0,1.1,1.05,1.15,14732.15,16160.03,311.61,1427.88,9.69,357.24,Delayed,No,False,8,1
SHIP08224,2024-10-13,2024-10-16,2025-01-02,Gurugram,India,Gurugram Mfg Hub,Gurugram,Los Angeles,Air/Sea Route LA,13500,CUST040,Standard,PROD0083,Consumer Goods,General Goods,Box,1.52,318,67.72,66.39,21534.96,2947.46,48.204,48204.0,Sea,MSC,6,51.3,78.4,27.1,13.8,48.6,1.76,None,0.0,1.3,1.1,1.05,425576.67,536613.08,11.13,111036.41,26.09,11427.36,Delayed,No,False,10,2
SHIP08225,2024-10-03,2024-10-06,2024-11-02,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST012,Standard,PROD0042,Textiles,General Goods,Box,0.17,242,234.88,232.57,56840.96,485.64,4.219,4219.0,Sea,Maersk,10,34.1,27.2,-6.9,18.4,20.0,1.56,None,0.0,1.2,1.1,1.05,17896.81,23270.44,5.52,5373.63,30.03,439.69,Early,Yes,False,10,6
SHIP08226,2023-10-14,2023-10-14,2023-10-16,Gurugram,India,Gurugram Mfg Hub,Gurugram,Pune,Standard Route,1450,CUST040,Standard,PROD0040,Pharma,Temperature Controlled,Carton,0.31,109,973.93,967.85,106158.37,84.44,1.676,335.2,Express Air,DHL,9,1.6,1.7,0.1,1155.1,2.5,1.03,None,0.0,1.0,1.1,1.05,29432.91,33329.65,99.43,3896.74,13.24,500.52,Delivered,Yes,False,10,5
SHIP08227,2023-07-06,2023-07-06,2023-07-10,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,NH 48 Direct,1400,CUST021,Standard,PROD0036,Pharma,Temperature Controlled,Loose,1.0,402,391.68,387.79,157455.36,462.01,7.713,1928.25,Road,DHL,9,2.0,4.3,2.3,37.9,7.4,1.32,Minor Rain/Fog,0.0,1.1,1.08,1.25,12152.29,14133.07,7.33,1980.78,16.3,213.14,Delayed,No,False,7,3
SHIP08228,2023-09-24,2023-09-24,2023-09-28,Gurugram,India,Gurugram Mfg Hub,Gurugram,Pune,Standard Route,1450,CUST045,Express,PROD0068,Machinery Parts,Heavy/Bulky,Box,7.55,14,1931.96,1914.53,27047.44,2151.03,10.576,2644.0,Road,DHL,6,1.9,4.0,2.1,32.3,11.6,1.04,Moderate Rain/Fog,0.0,1.0,1.0,1.0,17386.33,17990.45,6.8,604.12,3.47,239.58,Delayed,No,False,9,6
SHIP08229,2023-01-16,2023-01-17,2023-01-19,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,NH 44 South,2200,CUST008,Standard,PROD0034,Pharma,Temperature Controlled,Carton,0.17,294,826.21,835.27,242905.74,139.55,2.479,495.8,Express Air,FedEx,9,3.3,1.9,-1.4,798.9,7.1,1.56,None,0.0,1.2,1.05,1.1,63763.53,74840.02,150.95,11076.49,17.37,1702.86,Early,Yes,False,1,1
SHIP08230,2024-03-22,2024-03-23,2024-03-26,Gurugram,India,Gurugram Mfg Hub,Gurugram,Jaipur,NH 48 Short,300,CUST021,Express,PROD0049,Textiles,General Goods,Carton,0.76,305,74.99,76.37,22871.95,1555.62,11.644,2911.0,Road,FedEx,7,1.6,3.4,1.8,40.7,8.9,1.03,Moderate Rain/Fog,54.0,1.0,1.0,1.0,3795.01,3924.65,1.35,129.64,3.42,53.98,Delayed,No,False,3,5
SHIP08231,2023-06-20,2023-06-20,2023-06-27,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,NH 48 Direct,1400,CUST035,Standard,PROD0057,Textiles,General Goods,Carton,0.93,331,69.74,70.29,23083.94,92.52,15.416,15416.0,Sea,MSC,10,2.8,7.0,4.2,21.4,8.7,1.28,Moderate Rain/Fog,40.9,1.1,1.0,1.05,14190.13,16019.28,1.04,1829.15,12.89,275.83,Delayed,No,False,6,1
SHIP08232,2024-05-02,2024-05-04,2024-05-07,Gurugram,India,Gurugram Mfg Hub,Gurugram,Toronto,Air/Sea Route YYZ,11500,CUST020,Express,PROD0057,Textiles,General Goods,Carton,0.46,5,306.66,312.38,1533.3,19.95,0.116,23.200000000000003,Express Air,DHL,7,3.7,3.2,-0.5,605.0,15.4,1.75,Minor Rain/Fog,0.0,1.3,0.95,0.95,23894.42,26369.88,1136.63,2475.46,10.36,466.31,Delivered,Yes,False,5,5
SHIP08233,2024-06-05,2024-06-07,2024-06-13,Gurugram,India,Gurugram Mfg Hub,Gurugram,Toronto,Air/Sea Route YYZ,11500,CUST035,Critical,PROD0044,Textiles,General Goods,Box,0.16,220,437.54,432.62,96258.8,80.18,3.45,576.15,Air Cargo,DHL,7,5.0,5.7,0.7,420.4,38.8,1.8,Minor Rain/Fog,7.3,1.3,1.0,1.05,177239.69,203419.91,353.07,26180.22,14.77,9560.69,Delayed,No,False,6,4
SHIP08234,2024-10-07,2024-10-09,2024-11-03,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST046,Standard,PROD0042,Textiles,General Goods,Box,0.94,456,163.04,163.37,74346.24,3119.45,42.763,42763.0,Sea,MSC,10,32.3,25.0,-7.3,20.2,19.8,1.57,None,20.6,1.2,1.1,1.05,187594.1,221990.03,5.19,34395.93,18.34,4492.86,Early,Yes,False,10,2
SHIP08235,2024-11-22,2024-11-23,2024-11-26,Gurugram,India,Gurugram Mfg Hub,Gurugram,Jaipur,NH 48 Short,300,CUST038,Express,PROD0094,Consumer Goods,General Goods,Carton,3.95,357,123.57,122.54,44114.49,1443.71,70.501,17625.25,Road,MSC,6,1.1,3.0,1.9,42.1,9.7,1.02,Moderate Rain/Fog,23.2,1.0,1.2,1.15,17290.24,21840.53,1.24,4550.29,26.32,323.07,Delayed,No,False,11,5
SHIP08236,2024-11-12,2024-11-15,2024-11-16,Gurugram,India,Gurugram Mfg Hub,Gurugram,Kolkata,NH 19 East,1500,CUST024,Standard,PROD0034,Pharma,Temperature Controlled,Loose,1.0,273,171.72,169.14,46879.56,244.25,2.686,537.2,Express Air,FedEx,9,1.7,1.4,-0.3,1003.4,2.9,1.04,None,0.0,1.0,1.2,1.15,34788.87,42502.61,79.12,7713.74,22.17,836.2,Delivered,Yes,False,11,4
SHIP08237,2023-06-10,2023-06-13,2023-06-15,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,East Coast detour,2350,CUST031,Standard,PROD0024,Pharma,Temperature Controlled,Loose,1.0,332,1608.84,1585.71,534134.88,485.92,5.086,849.3620000000001,Air Cargo,FedEx,9,3.4,2.4,-1.0,330.7,2.9,2.07,None,0.0,1.4,1.0,1.05,52725.07,61781.92,72.74,9056.85,17.18,3305.28,Early,Yes,False,6,1
SHIP08238,2024-05-29,2024-05-30,2024-06-02,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST030,Standard,PROD0025,Pharma,Temperature Controlled,Box,0.03,27,1644.98,1641.62,44414.46,7.01,0.079,13.193,Air Cargo,DHL,9,4.3,3.2,-1.1,531.7,17.6,1.52,Minor Rain/Fog,5.8,1.2,0.95,0.95,4899.82,4884.3,370.22,-15.52,-0.32,107.33,Early,Yes,False,5,3
SHIP08239,2023-11-22,2023-11-23,2023-11-28,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,NH 48 Direct,1400,CUST014,Standard,PROD0062,Machinery Parts,Heavy/Bulky,Pallet,1.06,11,5288.12,5340.5,58169.32,4170.74,17.413,17413.0,Sea,MSC,9,2.3,5.3,3.0,23.3,1.8,1.26,Minor Rain/Fog,0.0,1.1,1.2,1.15,15770.34,21603.26,1.24,5832.92,36.99,306.35,Delayed,No,False,11,3
SHIP08240,2024-07-15,2024-07-17,2024-10-20,Gurugram,India,Gurugram Mfg Hub,Gurugram,New York,Air/Sea Route NY,12000,CUST013,Standard,PROD0078,Machinery Parts,Heavy/Bulky,Loose,1.0,3,7167.33,7154.95,21501.99,323.46,7.803,7803.0,Sea,Maersk,9,49.7,95.2,45.5,13.0,47.7,1.8,None,89.4,1.3,1.08,1.25,58732.92,74279.04,9.52,15546.12,26.47,1681.94,Delayed,No,False,7,2
SHIP08241,2023-03-24,2023-03-27,2023-04-05,Gurugram,India,Gurugram Mfg Hub,Gurugram,Los Angeles,Air/Sea Route LA,13500,CUST040,Express,PROD0088,Consumer Goods,General Goods,Carton,2.57,212,23.63,23.2,5009.56,776.52,27.28,4555.76,Air Cargo,Maersk,6,8.1,8.6,0.5,372.7,29.5,1.82,None,86.4,1.3,1.0,1.0,1157357.0,3859500.28,847.17,2702143.28,233.48,89448.35,Delivered,Yes,True,3,0
SHIP08242,2023-07-08,2023-07-09,2023-07-11,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST033,Express,PROD0090,Consumer Goods,General Goods,Carton,0.39,95,30.93,30.65,2938.35,388.06,1.843,388.06,Express Air,FedEx,8,1.4,2.0,0.6,729.6,11.7,1.03,Moderate Rain/Fog,0.0,1.0,1.08,1.25,50019.28,56040.12,144.41,6020.84,12.04,879.33,Delayed,No,False,7,6
SHIP08243,2024-01-13,2024-01-13,2024-01-14,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST018,Standard,PROD0011,Electronics,Fragile,Box,0.16,54,3841.95,3859.19,207465.3,59.68,0.85,170.0,Express Air,FedEx,9,1.3,1.0,-0.3,1163.6,1.7,1.05,Minor Rain/Fog,0.0,1.0,1.05,1.1,21796.2,23489.5,138.17,1693.3,7.77,393.34,Delivered,Yes,False,1,5
SHIP08244,2024-10-03,2024-10-03,2024-10-05,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,Via Agra-Indore,1500,CUST027,Standard,PROD0022,Pharma,Temperature Controlled,Pallet,0.01,163,1779.95,1799.57,290131.85,83.52,2.515,503.0,Express Air,DHL,9,2.0,1.7,-0.3,529.4,5.7,1.74,Minor Rain/Fog,0.0,1.3,1.1,1.05,34274.19,40694.32,80.9,6420.13,18.73,1314.0,Delivered,Yes,False,10,3
SHIP08245,2024-09-11,2024-09-11,2024-09-19,Gurugram,India,Gurugram Mfg Hub,Gurugram,New York,Air/Sea Route NY,12000,CUST041,Express,PROD0086,Consumer Goods,General Goods,Box,1.49,435,56.69,56.43,24660.15,6319.39,64.676,10800.892,Air Cargo,DHL,8,5.9,8.0,2.1,404.8,40.3,1.82,None,77.1,1.3,1.0,1.0,3471484.29,3777813.05,349.77,306328.76,8.82,188406.64,Delayed,No,False,9,2
SHIP08246,2024-11-25,2024-11-26,2024-11-28,Gurugram,India,Gurugram Mfg Hub,Gurugram,Pune,Standard Route,1450,CUST027,Critical,PROD0023,Pharma,Temperature Controlled,Pallet,0.01,25,1433.99,1410.45,35849.75,15.35,0.456,76.152,Air Cargo,DHL,9,2.0,1.6,-0.4,567.6,3.0,1.01,None,0.0,1.0,1.2,1.15,5107.64,6205.22,81.48,1097.58,21.49,89.26,Delivered,Yes,False,11,1
