ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Transporter Name,Delivery Time (Days)
84532,104-CI-T30,FPQ-4378,SO-34410,DN-1662,Tamil Nadu,PMO - US,From RDC,N/A - From RDC,Air,10/15/09,N/A - From RDC,9-Mar-10,1-Mar-10,1-Mar-10,ARV,Pediatric,Biocon,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,1431,60959.13,42.598972746331235,0.17749571977638015,"Vapi, Gujarat",No,See DN-1662 (ID#:83981),1460.71,5.39,TCI Express,6
84533,106-HT-T30,FPQ-4384,SO-35920,DN-1667,Uttar Pradesh,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,10-Mar-10,3-Mar-10,3-Mar-10,ARV,Pediatric,Lupin,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,288,87834.68,304.9815277777777,1.2707563657407406,"Bhiwandi, Maharashtra",No,See DN-1667 (ID#:82861),216.05,8.44,GATI,7
84534,106-HT-T30,FPQ-4384,SO-35930,DN-1668,Gujarat,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,7-Apr-10,3-Mar-10,3-Mar-10,ARV,Adult,Aurobindo Pharma,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,7056,36135.33,5.121220238095239,0.08535367063492065,"Hosakote, Karnataka",No,See DN-1668 (ID#:83403),881.91,22.21,Delhivery,2
84535,104-CI-T30,FPQ-4378,SO-34451,DN-1670,West Bengal,PMO - US,From RDC,N/A - From RDC,Air,10/15/09,N/A - From RDC,16-Mar-10,10-Mar-10,10-Mar-10,ARV,Pediatric,Aurobindo Pharma,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,2345,23980.85,10.226375266524519,0.042609896943852164,"Hosakote, Karnataka",No,See DN-1670 (ID#:82862),1724.26,8.73,TCI Express,14
84536,106-HT-T30,FPQ-4469,SO-35480,DN-1672,West Bengal,PMO - US,From RDC,N/A - From RDC,Air,9/23/09,N/A - From RDC,16-Mar-10,15-Mar-10,15-Mar-10,ARV,Pediatric,Dr. Reddy's,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,1628,48694.11,29.91038697788698,0.12462661240786241,"Bhiwandi, Maharashtra",Yes,622,2156.37,6.67,Blue Dart,3
84537,151-NG-T30,FPQ-4537,SO-35072,DN-1688,Gujarat,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,19-Apr-10,31-Mar-10,31-Mar-10,ARV,Adult,Aurobindo Pharma,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,578,72955.32,126.22027681660902,4.207342560553633,"Vapi, Gujarat",Yes,47,284.1,14.64,Blue Dart,8
84538,151-NG-T30,FPQ-4537,SO-35040,DN-1700,Uttar Pradesh,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,19-Apr-10,31-Mar-10,31-Mar-10,ARV,Adult,Sun Pharma,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,1500,33447.45,22.298299999999998,0.3716383333333333,"Baddi, Himachal Pradesh",Yes,113,1012.45,19.76,TCI Express,5
84539,151-NG-T30,FPQ-4537,SO-35041,DN-1701,Tamil Nadu,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,19-Apr-10,31-Mar-10,31-Mar-10,ARV,Adult,Biocon,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,20,89950.79,4497.5395,74.95899166666666,"Hosakote, Karnataka",Yes,2,1942.97,0.26,TCI Express,14
84540,151-NG-T30,FPQ-4537,SO-35063,DN-1724,Maharashtra,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,19-Apr-10,18-May-10,18-May-10,ARV,Adult,Sun Pharma,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,20000,3693.52,0.184676,0.0030779333333333333,"Hosakote, Karnataka",Yes,2347,1182.0,483.81,Delhivery,10
84542,151-NG-T30,FPQ-4537,SO-35094,DN-1748,Karnataka,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,19-Apr-10,30-Mar-10,30-Mar-10,ARV,Adult,Lupin,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,270,45901.37,170.0050740740741,2.833417901234568,"Bhiwandi, Maharashtra",Yes,15,1024.74,4.37,Blue Dart,14
84543,114-UG-T30,FPQ-4495,SO-34950,DN-1750,West Bengal,PMO - US,From RDC,N/A - From RDC,Truck,10/28/09,N/A - From RDC,30-Apr-10,25-Mar-10,25-Mar-10,ARV,Adult,Dr. Reddy's,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,4200,22766.85,5.420678571428571,0.1806892857142857,"Pithampur, Madhya Pradesh",Yes,238,2296.55,46.45,Blue Dart,7
84544,114-UG-T30,FPQ-4495,SO-34970,DN-1755,Gujarat,PMO - US,From RDC,N/A - From RDC,Truck,10/28/09,N/A - From RDC,1-Apr-10,25-Mar-10,25-Mar-10,ARV,Adult,Biocon,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,20000,61199.07,3.0599534999999998,0.050999224999999995,"Baddi, Himachal Pradesh",Yes,2356,950.86,483.81,Delhivery,12
84545,114-UG-T30,FPQ-5014,SO-35890,DN-1757,Gujarat,PMO - US,From RDC,N/A - From RDC,Truck,1/29/10,N/A - From RDC,7-Apr-10,25-Mar-10,25-Mar-10,ARV,Adult,Aurobindo Pharma,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,4500,24416.09,5.4257977777777775,0.18085992592592592,"Baddi, Himachal Pradesh",Yes,350,728.95,51.91,TCI Express,7
84546,114-UG-T30,FPQ-4497,SO-34860,DN-1758,Maharashtra,PMO - US,From RDC,N/A - From RDC,Truck,10/28/09,N/A - From RDC,28-Apr-10,25-Mar-10,25-Mar-10,ARV,Adult,Lupin,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,3000,61900.57,20.633523333333333,0.3438920555555555,"Hosakote, Karnataka",Yes,359,1456.24,72.57,Blue Dart,6
84547,114-UG-T30,FPQ-5238,SO-36100,DN-1760,Gujarat,PMO - US,From RDC,N/A - From RDC,Air,3/2/10,N/A - From RDC,26-May-10,8-Apr-10,8-Apr-10,ARV,Adult,Serum Institute,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,50,35228.85,704.577,11.74295,"Pithampur, Madhya Pradesh",No,See DN-1760 (ID#:82876),1383.92,0.81,Blue Dart,6
84548,114-UG-T30,FPQ-5238,SO-36080,DN-1765,Karnataka,PMO - US,From RDC,N/A - From RDC,Air,3/2/10,N/A - From RDC,26-May-10,12-Apr-10,12-Apr-10,ARV,Adult,Aurobindo Pharma,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,5000,83099.72,16.619944,0.5539981333333334,"Pithampur, Madhya Pradesh",No,See DN-1765 (ID#:82877),1118.57,55.3,GATI,11
84549,109-TZ-T30,FPQ-5237,SO-36210,DN-1767,Uttar Pradesh,PMO - US,From RDC,N/A - From RDC,Air,3/1/10,N/A - From RDC,21-Jul-10,31-Mar-10,31-Mar-10,ARV,Adult,Aurobindo Pharma,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,4800,94875.77,19.765785416666667,0.32942975694444443,"Vapi, Gujarat",Yes,460,1246.1,28.25,TCI Express,2
84550,110-ZM-T30,FPQ-4273,SO-33720,DN-1775,Karnataka,PMO - US,From RDC,N/A - From RDC,Truck,9/17/09,N/A - From RDC,30-Apr-10,16-Apr-10,16-Apr-10,ARV,Adult,Biocon,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,2600,32359.19,12.445842307692308,0.20743070512820513,"Vapi, Gujarat",Yes,8819,1037.96,106.97,VRL Logistics,9
84551,151-NG-T30,FPQ-4537,SO-35112,DN-1787,Delhi,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,31-May-10,18-May-10,18-May-10,ARV,Adult,Sun Pharma,"Lamivudine/Zidovudine+Efavirenz 150/300mg+600mg, tablets, co-blister 60+30 Tabs",Lamivudine/Zidovudine+Efavirenz,Generic,150/300mg+600mg,Tablet - FDC + co-blister,90,309,28494.99,92.21679611650487,1.0246310679611652,"Hosakote, Karnataka",Yes,51,1721.77,18.32,VRL Logistics,4
84552,151-NG-T30,FPQ-4537,SO-36111,DN-1789,Maharashtra,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,31-May-10,18-May-10,18-May-10,ARV,Adult,Biocon,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,7118,59802.58,8.401598763697669,0.28005329212325564,"Baddi, Himachal Pradesh",Yes,628,1996.56,72.9,VRL Logistics,14
84553,151-NG-T30,FPQ-4537,SO-36112,DN-1790,West Bengal,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,31-May-10,18-May-10,18-May-10,ARV,Adult,Sun Pharma,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,10076,32746.41,3.249941445017864,0.054165690750297736,"Hosakote, Karnataka",Yes,553,321.27,163.58,VRL Logistics,5
84554,151-NG-T30,FPQ-4537,SO-36007,DN-1793,Uttar Pradesh,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,31-May-10,18-May-10,18-May-10,ARV,Adult,Serum Institute,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,40000,65875.47,1.64688675,0.0274481125,"Bhiwandi, Maharashtra",Yes,4693,1781.73,967.61,Blue Dart,11
84555,114-UG-T30,FPQ-5071,SO-35940,DN-1798,Tamil Nadu,PMO - US,From RDC,N/A - From RDC,Air,2/9/10,N/A - From RDC,7-May-10,19-May-10,19-May-10,ARV,Adult,Sun Pharma,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,200,55936.5,279.6825,4.6613750000000005,"Hosakote, Karnataka",Yes,21,122.02,2.52,Blue Dart,7
84556,114-UG-T30,FPQ-4495,SO-34940,DN-1801,Gujarat,PMO - US,From RDC,N/A - From RDC,Air,10/28/09,N/A - From RDC,3-May-10,3-May-10,3-May-10,ARV,Adult,Dr. Reddy's,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1621,61127.45,37.70971622455274,1.2569905408184248,"Srikakulam, Andhra Pradesh",No,See DN-1801 (ID#:83423),1938.62,16.6,Delhivery,8
84557,151-NG-T30,FPQ-4537,SO-36004,DN-1809,Uttar Pradesh,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,31-May-10,18-May-10,18-May-10,ARV,Adult,Lupin,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,15299,66085.7,4.319609124779397,0.07199348541298996,"Baddi, Himachal Pradesh",Yes,1792,2380.89,87.74,TCI Express,13
84558,151-NG-T30,FPQ-4537,SO-35059,DN-1719,Uttar Pradesh,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,31-May-10,18-May-10,18-May-10,ARV,Adult,Cipla,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,488,71217.72,145.93795081967212,2.4322991803278686,"Baddi, Himachal Pradesh",Yes,39,1282.91,9.22,Delhivery,11
84559,114-UG-T30,FPQ-5275,SO-36260,DN-1819,Delhi,PMO - US,From RDC,N/A - From RDC,Air,3/4/10,N/A - From RDC,9-Jul-10,3-May-10,3-May-10,ARV,Adult,Dr. Reddy's,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,3600,63827.88,17.729966666666666,0.2954994444444444,"Baddi, Himachal Pradesh",Yes,238,939.22,67.99,VRL Logistics,7
84560,104-CI-T30,FPQ-4659,SO-35560,DN-1799,Delhi,PMO - US,From RDC,N/A - From RDC,Air,12/8/09,N/A - From RDC,10-May-10,7-May-10,7-May-10,ARV,Adult,Serum Institute,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,45108,80836.36,1.7920626053028288,0.05973542017676096,"Baddi, Himachal Pradesh",Yes,9863,1895.49,461.95,GATI,5
84561,104-CI-T30,FPQ-4659,SO-35560,DN-1799,West Bengal,PMO - US,From RDC,N/A - From RDC,Air,12/8/09,N/A - From RDC,10-May-10,7-May-10,7-May-10,ARV,Adult,Biocon,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,5664,5014.0,0.8852401129943502,0.01475400188323917,"Srikakulam, Andhra Pradesh",No,See DN-1799 (ID#:84560),2337.07,29.8,Blue Dart,12
84562,104-CI-T30,FPQ-4659,SO-35600,DN-1825,Karnataka,PMO - US,From RDC,N/A - From RDC,Air,12/8/09,N/A - From RDC,31-May-10,20-May-10,20-May-10,ARV,Pediatric,Cipla,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,1mg/ml,Oral solution,200,4550,82464.69,18.124107692307692,0.09062053846153846,"Srikakulam, Andhra Pradesh",No,See DN-1825 (ID#:82884),281.22,13.73,GATI,5
84563,113-ZW-T30,FPQ-4694,SO-35400,DN-1829,Tamil Nadu,PMO - US,From RDC,N/A - From RDC,Truck,12/8/09,N/A - From RDC,31-May-10,31-May-10,31-May-10,ARV,Adult,Biocon,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,112100,28982.34,0.2585400535236396,0.00430900089206066,"Baddi, Himachal Pradesh",No,See DN-1829 (ID#:82320),1964.97,1413.87,Delhivery,7
84564,113-ZW-T30,FPQ-4472,SO-35910,DN-1831,Delhi,PMO - US,From RDC,N/A - From RDC,Air,3/17/09,N/A - From RDC,28-May-10,31-May-10,31-May-10,ARV,Adult,Aurobindo Pharma,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,47390,8724.21,0.18409390166701833,0.0030682316944503057,"Pithampur, Madhya Pradesh",Yes,7112,867.62,543.37,GATI,8
84565,106-HT-T30,FPQ-4384,SO-34650,DN-1833,Karnataka,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,19-May-10,19-May-10,19-May-10,ARV,Adult,Aurobindo Pharma,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,34080,36793.38,1.0796179577464788,0.03598726525821596,"Pithampur, Madhya Pradesh",Yes,3318,2463.38,349.01,VRL Logistics,14
84566,106-HT-T30,FPQ-4384,SO-34660,DN-1837,Gujarat,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,31-May-10,1-Jun-10,1-Jun-10,ARV,Adult,Cipla,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,14875,62425.86,4.196696470588235,0.06994494117647058,"Hosakote, Karnataka",No,See DN-1837 (ID#:83429),1318.62,280.94,TCI Express,8
84567,114-UG-T30,FPQ-5238,SO-36090,DN-1840,Delhi,PMO - US,From RDC,N/A - From RDC,Air,3/2/10,N/A - From RDC,26-May-10,27-May-10,27-May-10,ARV,Adult,Serum Institute,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,20000,95876.83,4.7938415,0.07989735833333333,"Pithampur, Madhya Pradesh",Yes,2560,680.69,483.81,GATI,10
84568,106-HT-T30,FPQ-4384,SO-34640,DN-1842,Tamil Nadu,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,2-Jun-10,9-Jun-10,9-Jun-10,ARV,Adult,Dr. Reddy's,"Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,20mg,Capsule,60,168,96096.89,572.0052976190476,9.533421626984127,"Vapi, Gujarat",No,See DN-1842 (ID#:84007),1308.57,0.52,TCI Express,4
84569,114-UG-T30,FPQ-5239,SO-36130,DN-1856,Delhi,PMO - US,From RDC,N/A - From RDC,Air,3/2/10,N/A - From RDC,30-Jun-10,22-Jun-10,22-Jun-10,ARV,Adult,Sun Pharma,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,700,19050.36,27.2148,0.45358,"Bhiwandi, Maharashtra",No,See DN-1856 (ID#:82891),2384.49,13.22,Delhivery,8
84570,114-UG-T30,FPQ-5451,SO-36832,DN-1860,Maharashtra,PMO - US,From RDC,N/A - From RDC,Air,5/7/10,N/A - From RDC,30-Jun-10,22-Jun-10,22-Jun-10,ARV,Adult,Biocon,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,17550,64911.59,3.6986660968660967,0.12328886989553656,"Srikakulam, Andhra Pradesh",Yes,1325,2060.83,179.73,GATI,13
84571,104-CI-T30,FPQ-4659,SO-35590,DN-1868,Uttar Pradesh,PMO - US,From RDC,N/A - From RDC,Air,12/8/09,N/A - From RDC,30-Jun-10,21-Jun-10,21-Jun-10,ARV,Pediatric,Aurobindo Pharma,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,1596,68762.79,43.084454887218044,1.4361484962406015,"Vapi, Gujarat",No,See DN-1868 (ID#:83435),926.89,7.71,TCI Express,13
84572,104-CI-T30,FPQ-5201,SO-36350,DN-1878,Gujarat,PMO - US,From RDC,N/A - From RDC,Air,3/3/10,N/A - From RDC,9-Jul-10,5-Jul-10,5-Jul-10,ARV,Adult,Aurobindo Pharma,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,10980,19846.58,1.807520947176685,0.030125349119611417,"Srikakulam, Andhra Pradesh",Yes,698,638.78,57.76,VRL Logistics,2
84573,151-NG-T30,FPQ-5023,SO-36435,DN-1886,Delhi,PMO - US,From RDC,N/A - From RDC,Air,2/10/10,N/A - From RDC,15-Jul-10,28-Jun-10,28-Jun-10,ARV,Adult,Aurobindo Pharma,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,1000,54727.52,54.72752,0.9121253333333333,"Bhiwandi, Maharashtra",Yes,117,1673.5,24.19,VRL Logistics,6
84574,151-NG-T30,FPQ-5023,SO-36446,DN-1904,Tamil Nadu,PMO - US,From RDC,N/A - From RDC,Air,2/10/10,N/A - From RDC,15-Jul-10,28-Jun-10,28-Jun-10,ARV,Adult,Lupin,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,200,9442.95,47.21475,1.573825,"Baddi, Himachal Pradesh",Yes,17,787.76,1.98,TCI Express,12
84575,151-NG-T30,FPQ-5023,SO-36447,DN-1905,Delhi,PMO - US,From RDC,N/A - From RDC,Air,2/10/10,N/A - From RDC,15-Jul-10,28-Jun-10,28-Jun-10,ARV,Adult,Cipla,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,188,9295.01,49.44154255319149,1.6480514184397164,"Srikakulam, Andhra Pradesh",Yes,16,1356.54,1.86,Delhivery,11
84576,151-NG-T30,FPQ-5023,SO-36530,DN-1924,Uttar Pradesh,PMO - US,From RDC,N/A - From RDC,Air,2/10/10,N/A - From RDC,15-Jul-10,28-Jun-10,28-Jun-10,ARV,Adult,Dr. Reddy's,"Lamivudine/Zidovudine+Efavirenz 150/300mg+600mg, tablets, co-blister 60+30 Tabs",Lamivudine/Zidovudine+Efavirenz,Generic,150/300mg+600mg,Tablet - FDC + co-blister,90,87,15722.09,180.71367816091953,2.0079297573435504,"Hosakote, Karnataka",Yes,42,1665.46,3.94,GATI,11
84577,151-NG-T30,FPQ-4537,SO-36671,DN-1925,Gujarat,PMO - US,From RDC,N/A - From RDC,Air,11/6/09,N/A - From RDC,21-Jul-10,28-Jun-10,28-Jun-10,ARV,Adult,Serum Institute,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,53086,56090.04,1.056588177673963,0.017609802961232716,"Bhiwandi, Maharashtra",No,Weight Captured Separately,1486.11,1002.61,GATI,2
84578,151-NG-T30,FPQ-5023,SO-36420,DN-1930,Tamil Nadu,PMO - US,From RDC,N/A - From RDC,Air,2/10/10,N/A - From RDC,15-Jul-10,28-Jun-10,28-Jun-10,ARV,Adult,Sun Pharma,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,58500,71855.97,1.2283071794871796,0.04094357264957265,"Pithampur, Madhya Pradesh",Yes,6433,2269.64,2512.43,Blue Dart,8
84579,106-HT-T30,FPQ-4384,SO-35420,DN-1944,Gujarat,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,1-Aug-10,21-Jul-10,21-Jul-10,ARV,Adult,Aurobindo Pharma,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,31836,68156.73,2.140869770071617,0.03568116283452695,"Vapi, Gujarat",Yes,2565,1171.58,601.27,Delhivery,6
84580,111-MZ-T30,FPQ-4711,SO-35740,DN-1962,West Bengal,PMO - US,From RDC,N/A - From RDC,Truck,12/23/09,N/A - From RDC,31-Aug-10,18-Aug-10,18-Aug-10,ARV,Adult,Lupin,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,30630,99946.42,3.263023832843617,0.05438373054739362,"Srikakulam, Andhra Pradesh",No,See DN-1962 (ID#:83448),1248.48,378.4,GATI,2
84581,106-HT-T30,FPQ-5523,SO-36760,DN-1964,Uttar Pradesh,PMO - US,From RDC,N/A - From RDC,Air,4/19/10,N/A - From RDC,10-Aug-10,23-Aug-10,23-Aug-10,ARV,Pediatric,Serum Institute,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,3840,54212.62,14.117869791666667,0.05882445746527778,"Baddi, Himachal Pradesh",No,See DN-1964 (ID#:82908),962.75,15.98,VRL Logistics,6
84582,151-NG-T30,FPQ-5688,SO-36934,DN-1978,Gujarat,PMO - US,From RDC,N/A - From RDC,Air Charter,5/27/10,N/A - From RDC,31-Aug-10,17-Aug-10,17-Aug-10,ARV,Adult,Lupin,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,6000,89617.66,14.936276666666668,0.24893794444444448,"Pithampur, Madhya Pradesh",Yes,789,470.87,145.14,VRL Logistics,3
84583,104-CI-T30,FPQ-5201,SO-36311,DN-1982,Uttar Pradesh,PMO - US,From RDC,N/A - From RDC,Air,3/3/10,N/A - From RDC,23-Aug-10,23-Aug-10,23-Aug-10,ARV,Adult,Biocon,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,12060,50299.42,4.170764510779436,0.06951274184632393,"Srikakulam, Andhra Pradesh",No,See DN-1982 (ID#:82910),1731.74,187.47,TCI Express,4
84584,104-CI-T30,FPQ-5201,SO-36311,DN-1982,Tamil Nadu,PMO - US,From RDC,N/A - From RDC,Air,3/3/10,N/A - From RDC,23-Aug-10,23-Aug-10,23-Aug-10,ARV,Pediatric,Lupin,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,1mg/ml,Oral solution,200,2400,84449.63,35.18734583333333,0.17593672916666667,"Pithampur, Madhya Pradesh",No,See DN-1982 (ID#:82910),1445.94,6.99,VRL Logistics,13
84585,104-CI-T30,FPQ-5623,SO-36890,DN-1984,Delhi,PMO - US,From RDC,N/A - From RDC,Air,5/7/10,N/A - From RDC,31-Aug-10,23-Aug-10,23-Aug-10,ARV,Adult,Dr. Reddy's,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,6594,73968.08,11.217482559902942,0.18695804266504903,"Hosakote, Karnataka",No,See DN-1984 (ID#:83453),746.34,33.12,GATI,4
84588,102-UG-T30,FPQ-6202,SO-37250,DN-1997,Gujarat,PMO - US,From RDC,N/A - From RDC,Air,8/6/10,N/A - From RDC,29-Oct-10,27-Sep-10,27-Sep-10,ARV,Adult,Sun Pharma,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,63148,73678.65,1.166761417622094,0.0194460236270349,"Pithampur, Madhya Pradesh",No,See DN-1997 (ID#:82914),1680.11,1164.06,VRL Logistics,5
84589,102-UG-T30,FPQ-6202,SO-37260,DN-1998,West Bengal,PMO - US,From RDC,N/A - From RDC,Air,8/6/10,N/A - From RDC,30-Sep-10,23-Aug-10,23-Aug-10,ARV,Adult,Lupin,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,71991,36821.71,0.5114765734605714,0.01704921911535238,"Bhiwandi, Maharashtra",Yes,7187,230.63,690.7,VRL Logistics,6
